Pair_ID,Year,Venue,Deprecated_Keyword,Sections_Hit,Window_Count,Label,Reasoning
D0118,2023,neurips,gpt35turbo0301,F.5 Automatic Code Generation on HumanEval,1,Methods,'use gpt35turbo0301 and gpt40314 3 our prompts are shown in...' prompts gpt35turbo0301 as method (F.5 Automatic Code Generation on)
D0119,2023,neurips,gpt35turbo0613,D SELF-REFINE on Reasoning Tasks | G Model Key,2,Methods,'the GPT-3.5-TURBO0613 model with a temperature setting of 0.0. No...' prompts gpt-3.5-turbo0613 as method (D SELF-REFINE on Reasoning Tasks)
D0120,2023,neurips,textada001,3.3 Survey Administration and Processing | 4.1 Analyzing Action Likelihood Across Scenarios | 4.2 Consistency Check | C.1 Model Cards | C.2 API Access &amp; Model Download Timestamps | D.1 Invalid Responses and Refusals,6,Methods,'gle bloomz560m 52 flant5small base large 20 api openai textada001 55 *...' method-section reference to textada001 (3.3 Survey Administration and...
D0121,2023,neurips,textbabbage001,3.3 Survey Administration and Processing | 4.1 Analyzing Action Likelihood Across Scenarios | 4.2 Consistency Check | C.1 Model Cards | C.2 API Access &amp; Model Download Timestamps | D.1 Invalid Responses and Refusals,6,Evaluation,'openai j2grandeinstruct 47 * commandmedium xlarge 22 * textbabbage001 curie001 15 57...' evaluation-section comparison of textbabbage001 (3.3 Survey Administration and...
D0122,2023,neurips,textbabbage001,4.2.2 Results,2,Evaluation,'usal compared to any other models and to humans we...' comparison against textbabbage001 (4.2.2 Results)
D0123,2023,neurips,textcurie001,4.1 Analyzing Action Likelihood Across Scenarios | 4.2 Consistency Check | C.1 Model Cards | C.2 API Access &amp; Model Download Timestamps,4,Evaluation,'1 1b textcurie001 67b googles flant5small 80m and bigsciences bloomz560m...' comparison against textcurie001 (4.1 Analyzing Action Likelihood Across)
D0124,2023,neurips,textcurie001,4.2.2 Results | 4.2.3 Other Analyses,4,Evaluation,'usal compared to any other models and to humans we...' comparison against textcurie001 (4.2.2 Results)
D0125,2023,neurips,textdavinci001,4.1 Data,1,Methods,'ples sampled from openais textdavinci001 and textdavinci003 variants o' generation via textdavinci001 (4.1 Data)
D0126,2023,neurips,textdavinci001,4 Experiments | D Opener example with InstructGPT | G Model categorization | K.3 Different zero-shot instruction prompts | K.4 The effect of in-context examples on sensitivity to prompt wording,9,Methods and Evaluation,'and textdavinci-002. The prompts we use are taken...' uses textdavinci with comparison nearby (4 Experiments)
D0127,2023,neurips,textdavinci001,4.1 Experimental details,1,Methods,'i001 textdavinci001 llama 7b 72 and alpaca 7b 69 alpaca...' shows fine-tuning of textdavinci001 (4.1 Experimental details)
D0128,2023,neurips,textdavinci001,5.1 Experimental Setup | 5.2 Main Results | D.2 Main Results on v1.0,3,Methods and Evaluation,'gpt3 textdavinci001 002 and 003 57...' shows textdavinci001 used and compared (5.1 Experimental Setup)
D0129,2023,neurips,textdavinci001,C.1 Model Cards | C.2 API Access &amp; Model Download Timestamps,2,Methods,'nown unknown unknown 1 unknown unknown unknown unknown textdavinci001 175b api deconly...' method-section reference to textdavinci001 (C.1 Model Cards)
D0130,2023,neurips,textdavinci002,D.1 Dromedary and Baseline Models,1,Methods,'9 is built on top of instructgpt 30 with improved...' uses textdavinci002 as backbone (D.1 Dromedary and Baseline Models)
D0131,2023,neurips,textdavinci002,1 Introduction | 4 Experiments | D Opener example with InstructGPT | G Model categorization | K.1 Contrastive experiment | K.2 Variance over prompt ordering,9,Methods and Evaluation,'over prompt ordering for 5-shot evaluation per prompt...' uses textdavinci-002 with comparison nearby (1 Introduction)
D0132,2023,neurips,textdavinci002,5.2 Main Results | D.2 Main Results on v1.0,2,Evaluation,'avinci001 5140 513 5263 5047 5431 5013 5005 gpt3 instr textdavinci002 5315...' evaluation-section comparison of textdavinci002 (5.2 Main Results)
D0133,2023,neurips,textdavinci002,3.1 Python Code Generation,1,Methods,'shot prompt gpt3 textdavinci002 with the problem statement re' prompts textdavinci002 as method (3.1 Python Code Generation)
D0134,2023,neurips,textdavinci002,5.2 ScienceQA,1,Methods,'sider two representative methods including gpt35 model textdavinci002 with and without chainofthought...' method-section reference to textdavinci002 (5.2 ScienceQA)
D0135,2023,neurips,textdavinci002,3.2.1 Setup | C.1 Language models,3,Methods,'rci prompting multiple language models are used in our experiments...' prompts textdavinci002 as method (3.2.1 Setup)
D0136,2023,neurips,textdavinci002,16 Collecting Data to Fine-tune the Validator,1,Methods,'gpt3 textdavinci002 ouyang et al 2022 flant5 chung et al...' prompts textdavinci002 as method (16 Collecting Data to Fine-tune)
D0137,2023,neurips,textdavinci002,C.1 Model Cards | C.2 API Access &amp; Model Download Timestamps,2,Methods,'own unknown textdavinci001 175b api deconly clm feedme textdavinci002 175b 1 api...' method-section reference to textdavinci002 (C.1 Model Cards)
D0138,2023,neurips,textdavinci002,4 Evaluation | B Baseline Details,5,Evaluation,'1 in table 2 success rate of tested methods on...' tabular result for textdavinci002 (4 Evaluation)
D0139,2023,neurips,textdavinci002,A.2.3 Language Model | A.3.3 Language Model | A.4.2 Language Model,3,Methods,'t 54 textdavinci002 accessed through openai api [Window 2] section...' direct API call to textdavinci002 (A.2.3 Language Model)
D0140,2023,neurips,textdavinci002,3 Experiments | 3.3 Chain-of-Thought reasoning,3,Methods,'tgpt textdavinci002 [Window 2] section: 3.3 Chain-of-Thought reasoning elicit chainofthought...' pipeline use of textdavinci002 (3 Experiments)
D0141,2023,neurips,textdavinci002,3 Experimental setup | 4.2 Results,2,Methods,'ansformer gpt family we ran all our simulations on the textdavinci002 model...' method-section reference to textdavinci002 (3 Experimental setup)
D0142,2023,neurips,textdavinci002,2.1 Supervised fine-tuning | 3.5 Ablation of source prompt augmentation,2,Methods,'api textdavinci002 to rephrase the main contents and the humanengineered...' prompts textdavinci002 as method (2.1 Supervised fine-tuning)
D0143,2023,neurips,textdavinci002,3.2 Prompt Generation,1,Methods,'gpt3 textdavinci002 and gpt3 davinci for the plan generation task...' generation via textdavinci002 (3.2 Prompt Generation)
D0144,2023,neurips,textdavinci002,4.2.2 Results | A.5 Automatic Prompt Engineer Experiment Details | Causal | Moral,4,Methods,'use of the outcome surprisingly although gpt4 claudev1 textdavinci002 and smaller models...' method-section reference to textdavinci002 (4.2.2 Results)
D0145,2024,aaai,codedavinci002,Experiment Setup,1,Evaluation,codedavinci002 in baseline reproduction comparison - eval
D0146,2024,aaai,codedavinci002,Experiment Setup | Analysis,4,Methods,'we use codedavinci002 and gpt35turbo for our experiments' - methods
D0147,2024,aaai,gpt35turbo0301,Experiment Settings,1,Methods,'dels we evaluate on textdavinci003 and chatgpt gpt35turbo0301 to see...' pipeline use of gpt35turbo0301 (Experiment Settings)
D0148,2024,aaai,gpt35turbo0301,Experimental Setups,1,Methods,"'e we prompt three OpenAI LLMs: text-ada-001, text-babbage-001, and gpt-3.5-turbo0301...' prompts gpt-3.5-turbo0301 as method (Experimental Setups)"
D0149,2024,aaai,gpt35turbo0301,Baselines | Implementation Details | LLMPerformance,3,Methods,'use 'gpt-3.5-turbo0301' model to generate post augmentations. [Section' generation via gpt-3.5-turbo0301 (Baselines)
D0150,2024,aaai,gpt35turbo0301,3 Models and Datasets,1,Methods,'e davincixxx refers to textdavincixxx gpt35t refers to gpt35turbo0301 about these models...' method-section reference to gpt35turbo0301 (3 Models and Datasets)
D0151,2024,aaai,gpt35turbo0301,3.1 Baselines,1,Methods,'ic and baseline 6 only supports argi and argc 1 we use...' method-section reference to gpt35turbo0301 (3.1 Baselines)
D0152,2024,aaai,gpt35turbo0301,Overall Setup,2,Methods,'r is based on chatgpt gpt35turbo0301 we set the temperature...' uses gpt35turbo0301 as backbone (Overall Setup)
D0153,2024,aaai,gpt35turbo0301,Main Experiments,1,Methods,'cial openai api the chat model versions used are gpt35turbo0301...' direct API call to gpt35turbo0301 (Main Experiments)
D0154,2024,aaai,gpt35turbo0613,Experimental Setup,1,Methods,'urbo gpt35turbo0613 as a closedsource llm we leverage the huggingface...' pipeline use of gpt35turbo0613 (Experimental Setup)
D0155,2024,aaai,gpt35turbo0613,Baselines | Implementation Details,2,Methods and Evaluation,'the gpt-3.5-turbo0613 API as the LLM in our...' uses gpt-3.5-turbo0613 with comparison nearby (Baselines)
D0156,2024,aaai,gpt35turbo0613,Pattern Simulation With LLM,1,Methods,'sets we adopt the gpt35turbo0613 as the llm through the...' pipeline use of gpt35turbo0613 (Pattern Simulation With LLM)
D0157,2024,aaai,gpt35turbo0613,Untruthfulness Unlearning,1,Methods,'nais gpt35turbo0613 in this work quality of generated answers for...' generation via gpt35turbo0613 (Untruthfulness Unlearning)
D0158,2024,aaai,gpt35turbo0613,4.3 Experimental Approaches,1,Methods,'tgpt gpt35turbo0613 from openai for the zeroshot experiments certain efforts...' prompts gpt35turbo0613 as method (4.3 Experimental Approaches)
D0159,2024,aaai,gpt35turbo0613,Experimental Setup,1,Methods,'al 2023 on each dataset and two textbased llms chatgpt gpt35turbo0613 and...' method-section reference to gpt35turbo0613 (Experimental Setup)
D0160,2024,aaai,gpt35turbo0613,4.2 Learning from Experiences | 5.1 Experimental Setup | 5.6 Ablation Studies,3,Methods and Evaluation,'ghts we empirically found that gpt40613 is better than gpt35turbo0613...' mixes pipeline use and comparison of gpt35turbo0613 (4.2 Learning from...
D0161,2024,aaai,gpt35turbo0613,Dataset Construction | Dataset Analysis,3,Methods,'urce gpt35turbo0613 model via the openai api we present the...' direct API call to gpt35turbo0613 (Dataset Construction)
D0162,2024,aaai,gpt35turbo0613,TREAT-ISE: Benchmark Evaluation,1,Methods,'sion gpt35turbo0613 calls treatise is partitioned into three mutually exclusive...' pipeline use of gpt35turbo0613 (TREAT-ISE: Benchmark Evaluation)
D0163,2024,aaai,gpt35turbo0613,Introduction | Incorporating Semantic Embedding into SBCL,2,Methods,'leveraging gpt35turbo0613 llm to capture nuances' - methods
D0164,2024,aaai,gpt35turbo16k0613,LLMPerformance,1,Methods,'ally we employed the gpt35turbo0301 version but switched to gpt35turbo16k0613...' pipeline use of gpt35turbo16k0613 (LLMPerformance)
D0165,2024,aaai,textada001,Experimental Setups | Overall Experimental Results,2,Methods and Evaluation,'y finetunes t5base using 8 data examples 2...' uses textada001 with comparison nearby (Experimental Setups)
D0166,2024,aaai,textbabbage001,Experimental Setups | Overall Experimental Results,2,Methods and Evaluation,'e we prompt three openai llms textada001 textbabbage001...' uses textbabbage001 with comparison nearby (Experimental Setups)
D0167,2024,aaai,textcurie001,Evaluation Results,1,Evaluation,'0 53 textcurie001 11 41 30 37 textdavinci003 0 0...' comparison against textcurie001 (Evaluation Results)
D0168,2024,aaai,textdavinci001,Baselines,1,Evaluation,'GPT (text-davinci001) (Ouyang et al. 2022) are members of the...' lists text-davinci001 as baseline (Baselines)
D0169,2024,aaai,textdavinci001,Results | Additional Experiments,2,Methods,"'we observe a significant performance improvement for textdavinci-002 (175B), outperforming an RLHF-tuned...' method-section reference to textdavinci (Results)"
D0170,2024,aaai,textdavinci002,1.1 Related Work,1,Evaluation,'he gendered pronoun resolution task is 1 weuse davinci textdavinci002 and textdavinci003...' evaluation-section comparison of textdavinci002 (1.1 Related Work)
D0171,2024,aaai,textdavinci002,Further Analysis,2,Methods,'de useful signals such as the earlier version of gpt35 textdavinci002 and...' method-section reference to textdavinci002 (Further Analysis)
D0172,2024,aaai,textdavinci002,Ablation Studies,3,Methods,'reduction in average number of iterations compared to text-davinci002 model. It is...' method-section reference to text-davinci002 (Ablation Studies)
D0173,2024,aaai,textdavinci002,Results,1,Methods,"'we observe a significant performance improvement for textdavinci-002 (175B), outperforming an RLHF-tuned...' method-section reference to textdavinci-002 (Results)"
D0174,2024,aaai,textdavinci002,Related Work,1,N/A,no extractable window in non-references body
D0175,2024,aaai,textdavinci002,Implementation Details,1,Methods,Authors switched baselines from text-davinci-002 to gpt-3.5-turbo
D0176,2024,iclr,chatbison,3.3 BENCHMARKS | 4.1 SELF-PLAY | 4.2 CROSS-PLAY,9,Methods and Evaluation,"'RKS] We evaluate several public state-of-the-art models, viz...' uses chatbison with comparison nearby (3.3 BENCHMARKS)"
D0177,2024,iclr,claude13,3 MEASURING SYCOPHANCY IN AI ASSISTANTS | A.2 CALLING LANGUAGE MODELS | A.3 FURTHER DETAILS FOR 3.1: AI Assistants Can Give Biased Feedback,3,Methods,"'mine claude-1.3 , claude-2.0 , gpt-3.5-turbo , gpt-4 , and...' generation via claude (3 MEASURING SYCOPHANCY IN AI)"
D0178,2024,iclr,claude20,3 MEASURING SYCOPHANCY IN AI ASSISTANTS | A.2 CALLING LANGUAGE MODELS | A.3 FURTHER DETAILS FOR 3.1: AI Assistants Can Give Biased Feedback | D.2 PROMPT DETAILS,4,Methods and Evaluation,"'mine claude-1.3 , claude-2.0 , gpt-3.5-turbo , gpt-4...' uses claude with comparison nearby (3 MEASURING SYCOPHANCY IN AI)"
D0179,2024,iclr,claude20,5 EVALUATING THE ROBUSTNESS OF LLMS | D.2 SERIALIZING ATTACKS INTO INPUTS FOR THE BASELINE MODELS,3,Methods,"'T 3.5 Turbo (Brown et al., 2020); GPT4 (OpenAI, 2023); Claude-instant-v1.2 (Anthropic...' method-section reference to claude (5 EVALUATING THE ROBUSTNESS..."
D0180,2024,iclr,claudeinstant12,D.2 SERIALIZING ATTACKS INTO INPUTS FOR THE BASELINE MODELS,2,Evaluation,'these metrics hrr ^ dv ^ model gpt35turbo0613 184 892 claudeinstant12 459...' evaluation-section comparison of claudeinstant12 (D.2 SERIALIZING ATTACKS INTO...
D0181,2024,iclr,codecushman001,"4.1 BASELINES | 4.3 EVALUATION ON HUMANEVAL, HUMANEVAL+, AND MBPP | 4.5 EVALUATION ON DS-1000 | B BASELINES DETAILS",5,Evaluation,codecushman001 in pass-rate baseline table - eval
D0182,2024,iclr,codecushman001,4 RELATED WORK,1,Methods,'escale evaluation of existing llms they found that the codecushman001 model trained...' method-section reference to codecushman001 (4 RELATED WORK)
D0183,2024,iclr,codedavinci001,E.2 REAL-WORLD ARITHMETIC REASONING TASKS | F IMPLEMENTATION AND DETAILS,2,Evaluation,'0 699 6226 gpt3 175b cot 1384 6202 5722 4585 3842 4347...' evaluation-section comparison of codedavinci001 (E.2 REAL-WORLD ARITHMETIC REASONING...
D0184,2024,iclr,codedavinci002,3 EXPERIMENT SETTINGS | Hyperparameters We present hyperparameter settings in Table 6.,2,Methods,'ions we use codex codedavinci002 chen et al 2021 as...' pipeline use of codedavinci002 (3 EXPERIMENT SETTINGS)
D0185,2024,iclr,codedavinci002,B.1 MMLU | B.2 BBSH,9,Evaluation,'36 636 621 655 625 812 250 250 545 455 818 727...' evaluation-section comparison of codedavinci002 (B.1 MMLU)
D0186,2024,iclr,codedavinci002,E.2 REAL-WORLD ARITHMETIC REASONING TASKS | F IMPLEMENTATION AND DETAILS,2,Evaluation,'4430 0 83 gpt35 175b cot 6020 9101 8278 9613 7587 8120...' evaluation-section comparison of codedavinci002 (E.2 REAL-WORLD ARITHMETIC REASONING...
D0187,2024,iclr,codedavinci002,5 EXPERIMENTS | 6 RELATED WORK | C SELF-DEBUGGING WITH INITIAL SAMPLES FROM DIFFERENT LLMS,3,Methods,'ts of SELF-DEBUGGING using gpt-3.5-turbo (GPT-3.5) and code-davinci002 (Codex) on (a) Spider...' method-section reference to code-davinci002 (5 EXPERIMENTS)
D0188,2024,iclr,codedavinci002,4 EXPERIMENTS,1,Evaluation,"code-davinci-002 deprecated, replaced for fair baseline comparison"
D0189,2024,iclr,codedavinci002,4 EXPERIMENTS AND RESULTS | DREAMCODER,2,Methods,'odel codedavinci002 1 with up to 4 prompts per task...' prompts codedavinci002 as method (4 EXPERIMENTS AND RESULTS)
D0190,2024,iclr,codedavinci002,"4.1 BASELINES | 4.3 EVALUATION ON HUMANEVAL, HUMANEVAL+, AND MBPP | B BASELINES DETAILS",3,Evaluation,'our baselines specifically our baselines encompass the following i openais...' lists codedavinci002 as baseline (4.1 BASELINES)
D0191,2024,iclr,codedavinci002,3.2.3 FINE-TUNED MODELS | 4 RESULTS,2,Methods,'d to generate decompositions 5 this is done with gpt3...' generation via codedavinci002 (3.2.3 FINE-TUNED MODELS)
